SRSXF.KEY$,SRSXF.NOTCH.NO%,SRSXF.SHELF.KEY%,SRSXF.SHELF.DESC$
918808000208,31,1816,Hanging Dump Bin incl Ticket H                      
75;>08000201,48,946,200 Glass Shelf with Dividers                       
708808000105,2,897,400 GF/GL Lower Base Shelf                          
>5::08000103,11,534,BFSDU Shelf                                         
;:6<08000105,2,745,Rapid Till Unit Large Shelf                         
?;<08000402,30,29,400 Wood Shelf with dividers                        
104808000101,38,1556,Dummy Pack - Tray                                   
<9=08000101,34,1248,Three Way Gondola Shelf - Cent                      
<:8808000112,21,1816,Hanging Dump Bin incl Ticket H                      
398407000102,0,1702,Three Way Gondola Shelf - Cent                      
56908000302,20,1324,300 Glass Shelf with LED Illum                      
<:4608000603,22,29,400 Wood Shelf with dividers                        
689108000502,44,319,Fragrance Shelf                                     
<:4608000702,26,29,400 Wood Shelf with dividers                        
7:808000101,26,534,BFSDU Shelf                                         
:=0008000204,7,41,400 Wood Shelf                                      
;89=08000101,0,321,15" Mid Gondola Promotional Un                      
777608000305,21,824,300mm Metal Shelf with Divider                      
=;0008000402,25,41,400 Wood Shelf                                      
><5208000202,32,904,300 Glass Shelf with Dividers                       
6:5408000102,27,824,300mm Metal Shelf with Divider                      
918808000214,18,1816,Hanging Dump Bin incl Ticket H                      
450008001004,7,41,400 Wood Shelf                                      
4>0208000102,6,137,HL Shelf 1                                          
11008000204,3,1370,Magazine Shelf 2 Tier 400mm Up                      
<>180800042;,12,901,400 Wood Shelf with Dividers                        
=<9508000104,1,1704,Three Way Gondola Shelf - Left                      
118:08000804,5,901,400 Wood Shelf with Dividers                        
9?4508000102,19,823,1/2 Micro Slat Panel Bottom wi                      
9;0=07000101,0,42,                                                    
730208000103,14,41,400 Wood Shelf                                      
<>4?08000117,14,1816,Hanging Dump Bin incl Ticket H                      
><5208000303,34,904,300 Glass Shelf with Dividers                       
134908000102,37,996,Integrated Microslat Extension                      
>09=08000101,30,1248,Three Way Gondola Shelf - Cent                      
5:8308000102,39,1397,Fridge Shelf with dividers and                      
<>1808000324,19,901,400 Wood Shelf with Dividers                        
56908000303,10,1281,400 Glass Shelf with LED Illum                      
5690800040;,9,1281,400 Glass Shelf with LED Illum                      
689108000803,36,319,Fragrance Shelf                                     
;09>08000101,0,42,                                                    
2=9:08000503,26,1252,400 Wood Shelf with Navigation                      
<7<08000202,37,41,400 Wood Shelf                                      
730208000301,34,41,400 Wood Shelf                                      
885?08000301,37,918,Upward Extended AS15 Bar with                       
:4:308000505,0,6,400 Base                                            
<84508000326,1,1556,Dummy Pack - Tray                                   
<84508000222,27,824,300mm Metal Shelf with Divider                      
681=08000103,31,41,400 Wood Shelf                                      
<:4608000406,5,41,400 Wood Shelf                                      
48508000404,2,922,400 GF/GL Lower Base Shelf wit                      
459608000104,6,1701,Three Way Gondola Shelf - Left                      
108:08000601,2,897,400 GF/GL Lower Base Shelf                          
><5208000507,6,896,300 Wood Shelf with Dividers                        
=89>08000103,15,534,BFSDU Shelf                                         
0=6:08000101,48,41,400 Wood Shelf                                      
>5908000206,9,824,300mm Metal Shelf with Divider                      
3;6108000301,52,319,Fragrance Shelf                                     
7;1108000101,35,700,300mm Metal Shelf                                   
>86108000305,21,319,Fragrance Shelf                                     
346;08000102,27,990,400mm Metal Shelf with Divider                      
450008000301,35,41,400 Wood Shelf                                      
<28:08000103,14,41,400 Wood Shelf                                      
108:08000501,2,897,400 GF/GL Lower Base Shelf                          
2=9:08000904,19,1252,400 Wood Shelf with Navigation                      
867;08000407,23,284,12" Sloping Dump Bin                                
058808000204,38,1765,Glasses Frame Support Column                        
65:008000101,28,534,BFSDU Shelf                                         
=79208000202,28,1357,IQM Hood - Half Width - Shelf                       
450008001003,17,41,400 Wood Shelf                                      
799708000104,5,534,BFSDU Shelf                                         
7:8;08000202,42,1374,Wrigleys Gum Merchandiser - Mi                      
918808000220,6,1816,Hanging Dump Bin incl Ticket H                      
:=0008000102,24,41,400 Wood Shelf                                      
=;0008000301,37,888,AS15 Bar with 200mm Hook & Pri                      
104808000208,2,930,300 GF/GL Lower Base Shelf wit                      
><5208000304,27,904,300 Glass Shelf with Dividers                       
997708000102,10,646,Water FSDU Shelf                                    
685508000303,36,91,15" Acrylic SlopingTray                             
4=7505000<01,1,891,300mm Metal Gondola Base Shelf                      
796=08000206,5,41,400 Wood Shelf                                      
:4:308000205,0,6,400 Base                                            
3;:908000307,1,1839,Queue System Shelf                                  
33??07000103,25,41,400 Wood Shelf                                      
71:208000104,7,1701,Three Way Gondola Shelf - Left                      
:40308000201,35,41,400 Wood Shelf                                      
><5208000409,6,896,300 Wood Shelf with Dividers                        
=9<08000104,2,1480,TOD 500 Shelf (Inc EPOS Strip)                      
867;0800040;,1,825,300mm Metal Gondola Base Shelf                      
5>:008000601,0,42,                                                    
75;>08000206,5,923,400mm Metal Wall Base Shelf                         
82:108000102,19,534,BFSDU Shelf                                         
59108000306,13,319,Fragrance Shelf                                     
=79208000506,11,534,BFSDU Shelf                                         
=8008000405,2,922,400 GF/GL Lower Base Shelf wit                      
3>3508000205,23,901,400 Wood Shelf with Dividers                        
463<08000106,27,1699,Back Panel                                          
550907000101,0,42,                                                    
93;708000204,22,1840,IQM Hoods and 2 Headers - Half                      
170008000302,21,41,400 Wood Shelf                                      
83:308000101,2,1480,TOD 500 Shelf (Inc EPOS Strip)                      
48508000301,34,114,200 Glass Shelf                                     
095108000302,21,115,300 Glass Shelf with dividers                       
4<6=08000101,29,635,Narrow Gondola End Shelf                            
=8008000605,5,901,400 Wood Shelf with Dividers                        
<:5508000107,12,71,400 Glass Shelf                                     
